34.39545,Cube
34.95479,bracelet_with_vision_link_1
35.27323,Cube
43.01259,Cube
43.19128,robotiq_arg2f_base_link_0
47.99152,Cube
52.89693,Cube
55.09223,Cube
61.95155,Cube
61.99319,Cube
62.15292,Cube
62.97298,Cube
