4.607825,643.3913,17.91504
6.832629,243.9942,758.9693
6.922688,235.4234,745.9516
6.947276,231.6015,740.2668
6.965286,231.6015,740.2668
6.98527,229.2693,744.4257
7.003385,228.3616,744.4854
7.02313,228.3616,744.4854
7.043472,227.2892,741.1874
7.064135,226.6561,738.1664
7.082519,226.6561,738.1664
7.108405,224.2159,736.7855
7.123933,217.6174,723.6375
7.145537,217.6174,723.6375
7.164506,216.3477,723.7991
7.184236,210.1607,708.856
7.203679,210.1607,708.856
7.222367,212.1313,714.2181
7.24534,272.8273,684.9252
7.262814,272.8273,684.9252
7.282599,451.212,569.3467
7.304225,627.5021,450.3898
7.323862,627.5021,450.3898
7.344459,735.4227,376.8159
7.363301,797.8302,336.773
7.384167,797.8302,336.773
7.417043,825.5974,317.0784
7.422619,825.5974,317.0784
7.443519,843.717,298.6075
7.464981,852.948,289.4247
7.483035,852.948,289.4247
7.503908,862.7997,285.0093
7.523624,870.4115,284.4201
7.543281,870.4115,284.4201
7.563355,874.3558,284.3782
7.588511,877.1975,283.3256
7.710406,870.6766,419.2776
7.721293,870.6766,419.2776
7.723145,870.6766,419.2776
7.724325,870.6766,419.2776
7.725235,870.6766,419.2776
7.726183,870.6766,419.2776
7.864706,839.4164,605.0972
7.866353,839.4164,605.0972
7.867384,839.4164,605.0972
7.868314,839.4164,605.0972
7.86911,839.4164,605.0972
7.870511,839.4164,605.0972
7.871366,839.4164,605.0972
7.872238,839.4164,605.0972
7.890301,838.7479,629.9278
7.902914,838.7479,629.9278
7.922857,834.1155,645.0608
7.950449,836.1488,649.2722
7.967173,836.1488,649.2722
7.983716,789.5275,666.8461
8.005353,693.7178,675.6091
8.023981,693.7178,675.6091
8.046839,594.9547,672.2535
8.064499,521.8647,687.5421
8.084771,521.8647,687.5421
8.103162,474.9991,704.325
8.123428,436.3364,716.3586
8.143054,436.3364,716.3586
8.165544,405.8888,726.2389
8.183899,347.322,731.671
8.202974,347.322,731.671
8.224711,293.0984,737.8942
8.26259,261.605,739.4267
8.289434,242.4824,738.2599
8.290871,242.4824,738.2599
8.303519,230.7386,737.1288
8.323163,230.7386,737.1288
8.347411,222.8942,736.0641
8.366785,216.6468,734.4766
8.382754,216.6468,734.4766
8.404342,211.0559,733.3138
8.422948,205.4113,731.5485
8.445363,205.4113,731.5485
8.467822,201.5586,730.7198
8.57078,476.2146,793.7916
8.57231,476.2146,793.7916
8.573936,476.2146,793.7916
8.574806,476.2146,793.7916
8.575575,476.2146,793.7916
8.604053,499.5788,778.7198
8.605403,499.5788,778.7198
8.626773,499.5788,778.7198
8.643204,589.3323,683.7899
8.664211,677.6713,576.7349
8.685473,677.6713,576.7349
8.706014,737.4863,509.6352
8.730218,766.2408,479.2796
8.74379,766.2408,479.2796
8.762853,781.8211,463.1184
8.783792,790.1809,458.7262
8.803839,790.1809,458.7262
8.823687,792.9855,446.1564
8.851823,834.724,321.3681
8.867286,834.724,321.3681
8.947532,900.7864,123.6709
8.94899,900.7864,123.6709
8.950624,900.7864,123.6709
8.951568,900.7864,123.6709
8.970086,899.2103,107.4142
9.015204,897.0501,98.49342
9.016541,897.0501,98.49342
9.032207,895.8579,94.10138
9.044057,895.8579,94.10138
9.064605,893.942,92.67493
9.082402,893.942,92.67493
9.102746,893.2467,92.33266
9.123013,893.6548,92.28696
9.148479,894.5761,93.07115
9.166185,894.5761,93.07115
9.183638,890.148,123.0522
9.205616,868.93,254.441
9.228662,868.93,254.441
9.245609,849.9244,370.7811
9.264092,849.9244,370.7811
9.285269,840.9195,438.8211
9.305037,827.2549,486.5399
9.325424,827.2549,486.5399
9.343829,822.8494,505.7816
9.364338,810.6851,521.4161
9.383496,810.6851,521.4161
9.403362,774.7634,544.1538
9.423019,750.0956,557.0127
9.44503,750.0956,557.0127
9.466729,737.865,562.5038
9.482518,732.2336,565.7643
9.503558,732.2336,565.7643
9.522917,729.8369,568.3095
9.544377,728.6154,570.2493
9.568271,739.6442,571.3953
9.584308,739.6442,571.3953
9.604968,884.4225,604.6204
9.622883,884.4225,604.6204
9.645725,1201.36,674.1622
9.667001,1442.979,739.4827
9.683782,1442.979,739.4827
9.705136,1554.156,772.6797
9.723761,1609.704,791.5605
9.743831,1609.704,791.5605
9.764652,1638.9,802.4296
9.784374,1650.929,808.2888
9.802828,1650.929,808.2888
9.82327,1684.177,825.463
9.842396,1699.44,832.9048
9.864565,1699.44,832.9048
9.884817,1715.974,840.9217
9.906649,1728.888,847.5355
9.922688,1728.888,847.5355
9.942797,1734.239,855.3254
9.963534,1738.87,863.4092
9.983666,1738.87,863.4092
10.00792,1707.775,840.7119
10.02271,1483.472,585.4883
10.0425,1483.472,585.4883
10.06513,1147.862,215.0718
10.08341,996.477,47.64855
10.10421,996.477,47.64855
10.12397,946.4673,-3.323802
10.14447,928.6854,-22.60206
10.16439,928.6854,-22.60206
10.18393,926.4769,-32.53814
10.20421,921.9245,-37.81258
10.22528,921.9245,-37.81258
10.24479,925.4555,-39.64978
10.26536,925.3228,-39.27587
10.28366,925.3228,-39.27587
10.30402,924.4818,-40.18656
10.32474,923.0667,-40.27947
10.34277,923.0667,-40.27947
10.36464,922.6738,-41.84211
10.38348,922.6738,-41.84211
10.40275,923.4615,-41.20008
10.43649,924.6041,-41.72386
10.45507,917.7845,-28.77244
10.46635,917.7845,-28.77244
10.48475,887.1308,93.9726
10.50334,887.1308,93.9726
10.5353,797.3278,493.8481
10.54499,797.3278,493.8481
10.56568,778.7571,564.881
10.58259,778.7571,564.881
10.60493,773.1439,587.9608
10.63602,769.9108,590.3233
10.64665,769.9108,590.3233
10.66637,769.5383,597.6243
10.68299,769.5383,597.6243
10.70453,656.9538,651.561
10.72974,549.863,705.6884
10.74276,549.863,705.6884
10.76482,492.1328,735.4858
10.78432,465.0112,750.1292
10.80432,465.0112,750.1292
10.82334,450.2271,756.5308
10.84549,444.4174,757.463
10.86629,444.4174,757.463
10.88363,435.3491,759.7058
10.90406,430.1747,760.2924
10.92329,430.1747,760.2924
10.95043,448.0895,762.0203
10.97282,580.678,764.6267
10.99339,854.3599,766.5099
11.00663,854.3599,766.5099
11.02655,1062.191,768.7032
11.04458,1062.191,768.7032
11.06485,1169.699,775.179
11.08884,1221.341,773.1837
11.1035,1221.341,773.1837
11.12528,1247.878,768.0994
11.15243,1281.643,789.6597
11.17261,1302.811,815.1961
11.18598,1302.811,815.1961
11.21777,1317.319,827.9568
11.22679,1317.319,827.9568
11.24693,1328.075,839.2531
11.27018,1334.551,846.5869
11.31155,1337.998,850.1548
11.31356,1337.998,850.1548
11.33109,1341.403,853.1281
11.34388,1341.403,853.1281
11.37149,1343.623,855.9586
11.40981,1345.731,858.6144
11.4119,1345.731,858.6144
11.42704,1350.514,862.5677
11.44717,1354.621,866.0092
11.4637,1354.621,866.0092
11.48349,1357.689,867.8324
11.50349,1360.279,868.8922
11.5245,1360.279,868.8922
11.54456,1362.052,869.5577
11.56718,1362.986,868.3657
11.58692,1362.986,868.3657
11.61264,1361.089,865.8887
11.63173,1330.062,831.9687
11.65184,1330.062,831.9687
11.67233,1330.062,831.9687
11.68489,1330.062,831.9687
11.70564,1330.062,831.9687
11.72466,1330.062,831.9687
11.74948,870.9078,89.23495
11.77513,927.0921,145.1263
11.79258,927.0921,145.1263
11.80543,905.5057,129.2563
11.85184,887.5836,115.6555
11.8535,887.5836,115.6555
11.88109,875.7411,107.8499
11.9042,869.8765,103.9313
11.90624,869.8765,103.9313
11.92693,866.9005,100.9446
11.94375,866.9005,100.9446
11.97651,864.9312,100.0417
11.99092,863.2789,99.69642
12.01844,863.4414,100.7442
12.0273,863.4414,100.7442
12.08715,849.4061,74.56773
12.08884,849.4061,74.56773
12.09014,849.4061,74.56773
12.10448,849.4061,74.56773
12.12416,842.1575,61.24635
12.15294,836.1809,50.97928
12.16667,831.5857,41.70956
12.18398,831.5857,41.70956
12.20493,829.5245,33.33176
12.23435,827.8641,26.80008
12.24775,827.8641,26.80008
12.31794,825.3948,19.37688
12.31966,825.3948,19.37688
12.32095,825.3948,19.37688
12.33414,825.3948,19.37688
12.34802,823.9255,17.38377
12.37485,823.9255,17.38377
12.3969,822.0576,15.53055
12.41351,820.6181,13.25402
12.43308,820.6181,13.25402
12.44507,818.8507,11.90173
12.47365,817.1625,11.19984
12.52582,816.0673,10.61942
12.52745,816.0673,10.61942
12.52973,816.0673,10.61942
12.54268,815.5386,9.937439
12.57248,814.9589,8.908908
12.58297,814.9589,8.908908
12.60786,814.4643,7.778489
12.62968,814.2507,5.919035
12.64859,814.2507,5.919035
12.67007,812.7378,3.430759
12.6854,811.2477,1.540002
12.70285,811.2477,1.540002
12.7236,809.8916,0.0887036
12.745,808.5251,-0.5331475
12.77065,806.7438,-1.173834
12.78452,806.7438,-1.173834
12.80255,805.0768,-1.123561
12.85306,803.9357,-1.149837
12.85494,803.9357,-1.149837
12.86877,802.5591,-1.15091
12.88348,802.5591,-1.15091
12.90603,801.3597,-1.046609
12.94544,799.939,-0.9078535
12.94744,799.939,-0.9078535
12.96706,798.7142,-1.183889
12.98816,797.8021,-1.453088
13.00818,797.8021,-1.453088
13.02605,796.7539,-1.350261
13.04372,795.6516,-1.218745
13.07501,794.8497,-1.054921
13.08983,794.8497,-1.054921
13.10458,794.165,-1.247033
13.12249,794.165,-1.247033
13.15171,793.8149,-1.83262
13.16359,793.1144,-2.530686
13.18686,793.1144,-2.530686
13.20641,792.502,-2.808733
13.2334,791.8605,-2.895069
13.24363,791.8605,-2.895069
13.26808,791.3868,-3.069485
13.28646,791.2572,-3.779214
13.30351,791.2572,-3.779214
13.32411,791.2045,-3.956848
13.34333,791.2045,-3.956848
13.39171,791.1765,-4.268812
13.39369,791.1765,-4.268812
13.40595,790.9412,-4.379012
13.42433,790.9412,-4.379012
13.44332,790.7938,-4.216662
13.4691,790.7798,-4.104183
13.48419,790.7798,-4.104183
13.50336,790.7415,-4.051898
13.53028,790.6354,-4.242804
13.54244,790.6354,-4.242804
13.56425,790.494,-4.309969
