31.73716,bracelet_with_vision_link_0
31.99946,Cube
37.29923,Cube
38.12371,spherical_wrist_2_link_0
38.37742,spherical_wrist_2_link_0
43.21917,Cube
44.89906,Cube
51.69948,Cube
52.17785,Cube
